INDEX:10881:<int>,timestamp:10881:<long>,accel_lon:10881:<double>,accel_trans:10881:<double>,accel_down:10881:<double>,speed:10881:<double>
74,1646666462792504,-0.04543246,0.04580063,0.06600599,0.001527312
75,1646666462842435,0.02270312,-0.03209035,-0.08309568,0.001317117
76,1646666462892463,-0.03849439,0.01442925,0.06770764,0.002288527
77,1646666462942461,0.05228509,-0.05826754,-0.10721,0.0008909557
78,1646666462992576,-0.0499636,0.01743443,0.09149348,0.003736049
79,1646666463042477,0.06793421,-0.0461316,-0.1111621,0.00103757
80,1646666463092404,-0.08350228,0.08058317,0.1854079,0.00493156
81,1646666463142554,0.09792537,-0.03213758,-0.1081583,0.002272945
82,1646666463192522,-0.08603708,0.07118072,0.1258087,0.00378023
83,1646666463242487,0.07181875,-0.04653031,-0.1312399,0.00276092
84,1646666463292450,-0.07024662,0.02583507,0.1006399,0.004148926
85,1646666463342471,0.1191278,-0.07109322,-0.1505921,0.0009815926
86,1646666463392517,-0.08909255,0.01327359,0.08900753,0.003655906
87,1646666463442690,0.06456122,-0.03834288,-0.07922999,0.001942834
88,1646666463492500,-0.07080396,0.01720996,0.02667171,0.004505884
89,1646666463542493,0.06095258,0.01551711,-0.02901984,0.00192143
90,1646666463592461,-0.0342042,0.01583242,0.02063175,0.003442128
91,1646666463642544,0.01527046,0.01849217,0.006277598,0.002942242
92,1646666463692509,-0.01538579,0.01042288,-0.05543084,0.003140818
93,1646666463742469,-0.03100451,0.01537025,0.03443741,0.002419161
94,1646666463792511,0.02706105,-0.04583892,-0.07991363,0.002892873
95,1646666463842564,-0.06363038,0.02477098,0.1210514,0.002911529
96,1646666463892548,0.07760382,-0.06210658,-0.1199472,0.001136465
97,1646666463942567,-0.07389294,0.06947448,0.1653617,0.003602287
98,1646666463992556,0.08415014,-0.03919466,-0.1324212,0.002178823
99,1646666464042539,-0.05143121,0.04777202,0.09723321,0.002254528
100,1646666464092587,0.06690789,-0.01996838,-0.07874788,0.001215576
101,1646666464142542,-0.05825966,0.05401701,0.06447015,0.00236839
102,1646666464192472,0.04808731,0.02074472,-0.04669488,0.001469418
103,1646666464242506,-0.05235203,0.02707456,0.002250939,0.003748839
104,1646666464292497,0.02315871,-0.003679274,-0.007150026,0.0030854
105,1646666464342494,-0.006837951,-0.03799906,-0.03338599,0.001381753
106,1646666464392551,-0.02235221,0.0005102099,0.0477197,0.002415429
107,1646666464442779,0.02756302,-0.07028106,-0.0887721,0.00158474
108,1646666464492630,-0.06135932,0.006594677,0.07747001,0.00215496
109,1646666464542537,0.09084243,-0.04967574,-0.1147035,0.001445148
110,1646666464592581,-0.0808669,0.08894467,0.1918974,0.002470729
111,1646666464642527,0.09100474,0.001004364,-0.1134509,0.001141085
112,1646666464692570,-0.107664,0.07033189,0.1462709,0.003691151
113,1646666464742541,0.07580429,-0.04507659,-0.1442655,0.002831417
114,1646666464792517,-0.09008821,0.02851432,0.08412888,0.002843803
115,1646666464842535,0.06512672,-0.04572207,-0.1239781,0.002615156
116,1646666464892558,-0.06709054,-0.01559426,0.05345073,0.002298767
117,1646666464942518,0.06699969,-0.02399522,-0.04036606,0.001414462
118,1646666464992535,-0.02799789,-0.02741151,-0.009178087,0.002701029
119,1646666465042600,0.009195097,0.04514654,0.03920623,0.001817107
120,1646666465092647,0.03473204,-0.003300609,-0.04250525,0.001455876
121,1646666465142586,-0.04186667,0.08282483,0.1138835,0.00327282
122,1646666465192559,0.06678447,-0.02079705,-0.09595231,0.004143498
123,1646666465242643,-0.1118457,0.05142685,0.1351947,0.002600376
124,1646666465292592,0.07813706,-0.0778495,-0.1682121,0.001405474
125,1646666465342519,-0.07495821,0.04229973,0.1219568,0.002791196
126,1646666465392518,0.07366186,-0.05191122,-0.1108353,0.001656174
127,1646666465442787,-0.07120173,0.003313315,0.07858911,0.002105957
128,1646666465492597,0.07435492,-0.0324499,-0.0524272,0.001828863
129,1646666465542580,-0.04372355,-0.03197099,0.03550279,0.003485198
130,1646666465592533,0.03617933,-0.005027904,-0.004159599,0.0029234
131,1646666465642530,0.01059576,0.01668293,-0.02874622,0.002053549
132,1646666465692545,-0.01467837,0.05385891,0.05205098,0.001969566
133,1646666465742586,0.03797422,0.01012001,-0.03485046,0.002059075
134,1646666465792579,-0.08302227,0.05703375,0.09553213,0.002595143
135,1646666465842594,0.05931075,-0.05052964,-0.1409026,0.002108457
136,1646666465892572,-0.09892242,0.02197646,0.1465735,0.004698419
137,1646666465942660,0.1196587,-0.08195541,-0.1675891,0.003418644
138,1646666465992550,-0.06538029,0.0229181,0.1214149,0.003379148
139,1646666466042634,0.07797003,-0.05429343,-0.1036789,0.001474427
140,1646666466092547,-0.06872542,0.0284656,0.0789772,0.002755678
141,1646666466142552,0.053927,0.01240343,-0.07968252,0.00300157
142,1646666466192568,-0.04333326,0.03413248,0.01894083,0.002048844
143,1646666466242616,0.03067167,0.04725536,0.03513438,0.002132324
144,1646666466292534,0.01116665,0.007830195,-0.03761905,0.004229741
145,1646666466342639,-0.05211997,0.02483111,0.0800679,0.004302687
146,1646666466392630,0.04001082,-0.04746796,-0.1277568,0.001773388
147,1646666466442845,-0.06357857,0.01704055,0.09351224,0.004180874
148,1646666466492701,0.08897714,-0.08763482,-0.1582334,0.003218733
149,1646666466542653,-0.09521278,0.05607283,0.136542,0.004905966
150,1646666466592590,0.09410737,-0.04371855,-0.1176131,0.003218336
151,1646666466642599,-0.09108781,0.06440645,0.1230393,0.005101579
152,1646666466692616,0.05764464,0.002421374,-0.06590001,0.001654991
153,1646666466742593,-0.05380604,0.01120011,0.05483535,0.002441066
154,1646666466792562,0.02501999,0.02198069,-0.02669515,0.003013506
155,1646666466842595,-0.02268078,0.00101051,-0.006107951,0.003080481
156,1646666466892627,-0.02329001,0.01390059,0.01339676,0.004140384
157,1646666466942613,0.02986217,-0.04097142,-0.08356325,0.001829685
158,1646666466992589,-0.05891724,0.01992549,0.09531903,0.003756101
159,1646666467042653,0.06592689,-0.06377424,-0.1257254,0.001451839
160,1646666467092741,-0.07255777,0.02945576,0.1256581,0.003213171
161,1646666467142682,0.0999376,-0.08038712,-0.1517372,0.001751966
162,1646666467192614,-0.07894342,0.05916652,0.1578052,0.002949773
163,1646666467242588,0.08378014,-0.03185458,-0.1120317,0.001670868
164,1646666467292596,-0.0699885,0.06014911,0.06745338,0.002571274
165,1646666467342588,0.04542698,0.006115748,-0.04888536,0.001585727
166,1646666467392573,-0.07079432,0.01692126,0.01978019,0.002912251
167,1646666467442783,0.02479782,0.004894697,-0.03496344,0.001717022
168,1646666467492623,-0.02699371,-0.02778829,-0.04296957,0.001969192
169,1646666467542571,-0.01096729,-0.03791099,0.03470278,0.003232094
170,1646666467592417,0.05571695,-0.07088598,-0.103647,0.0008410393
171,1646666467642579,-0.07287205,0.03094063,0.1303833,0.002324276
172,1646666467692597,0.08704022,-0.04025071,-0.1030764,0.003103975
173,1646666467742626,-0.09259609,0.08472025,0.1880949,0.002479377
174,1646666467792584,0.09679176,-0.00873176,-0.1195085,0.002582883
175,1646666467842574,-0.09211016,0.07207568,0.1142154,0.002811647
176,1646666467892589,0.06229396,-0.003322383,-0.08588713,0.002817348
177,1646666467942599,-0.0630501,-4.564127e-05,0.006926458,0.002450743
178,1646666467992580,0.02785325,-0.01301706,-0.04312377,0.002024135
179,1646666468042634,-0.01947176,-0.04980839,-0.03872137,0.00170025
180,1646666468092613,-0.02210199,0.003555025,0.02606488,0.002906899
181,1646666468142631,0.05275627,-0.04435012,-0.09150112,0.001434902
182,1646666468192582,-0.05680026,0.05603014,0.1318252,0.003344785
183,1646666468242581,0.0980911,-0.0403998,-0.0984836,0.002494843
184,1646666468292630,-0.04802754,0.07297745,0.1820001,0.002958929
185,1646666468342625,0.1035436,-0.04606709,-0.1626561,0.00393982
186,1646666468392635,-0.07923266,0.06636866,0.1182131,0.004107461
187,1646666468442815,0.0789401,-0.01927476,-0.1187139,0.002052861
188,1646666468492675,-0.08236843,0.02873684,0.06113267,0.003261072
189,1646666468542617,0.07162838,-0.02293455,-0.07787015,0.002680828
190,1646666468592621,-0.04655988,0.00317238,-0.005242495,0.002368171
191,1646666468642579,0.01851075,-0.01298292,-0.002754624,0.002956708
192,1646666468692665,0.006756381,-0.05957264,-0.04252688,0.003050475
193,1646666468742639,-0.017603,0.02133816,0.0360952,0.003311331
194,1646666468792604,0.05204663,-0.01169975,-0.06022345,0.002558174
195,1646666468842592,-0.06211245,0.0665049,0.1471788,0.004458247
196,1646666468892727,0.09378736,0.0100898,-0.1054576,0.002316284
197,1646666468942693,-0.08939962,0.08685052,0.1554608,0.003887724
198,1646666468992669,0.07917519,-0.04283558,-0.1112569,0.002196472
199,1646666469042757,-0.08194312,0.03041677,0.0971614,0.003762834
200,1646666469092708,0.1011405,-0.05130863,-0.1144029,0.002376808
201,1646666469142747,-0.06320068,-0.007526882,0.05457661,0.003980103
202,1646666469192645,0.05263022,-0.0484656,-0.0325407,0.002422369
203,1646666469242633,-0.04775758,0.001768437,0.01645382,0.00291459
204,1646666469292645,0.008327989,0.01797962,0.01688897,0.002975156
205,1646666469342650,-0.008442862,-0.001276671,-0.01332865,0.002954401
206,1646666469392506,-0.02871743,0.06556516,0.07309,0.004220487
207,1646666469442858,0.05851028,0.0002295985,-0.07734066,0.002833562
208,1646666469492721,-0.08178908,0.04287223,0.1111098,0.004811374
209,1646666469542643,0.08896505,-0.07532848,-0.1608778,0.002677795
210,1646666469592618,-0.08627987,0.0275255,0.1460848,0.004698168
211,1646666469642642,0.08918992,-0.0753212,-0.1555487,0.004040366
212,1646666469692651,-0.0770776,0.0220839,0.1052999,0.004504208
213,1646666469742658,0.09017065,-0.03065857,-0.08855673,0.003659476
214,1646666469792647,-0.08153283,0.03158083,0.07104066,0.004533323
215,1646666469842649,0.07113283,0.01523545,-0.06212902,0.004199742
216,1646666469892658,0.005390641,0.02999837,-0.02137343,0.004182855
217,1646666469942645,0.01277076,0.04457595,0.03379765,0.004197991
218,1646666469992658,0.01158906,-0.0208909,-0.06363203,0.004259328
219,1646666470042697,-0.05170669,0.03727939,0.08381542,0.004778667
220,1646666470092663,0.06322014,-0.03915314,-0.08831285,0.00397971
221,1646666470142724,-0.07601467,0.02949928,0.1089114,0.005718931
222,1646666470192667,0.09937073,-0.08128554,-0.1728823,0.003998005
223,1646666470242732,-0.0657778,0.01794562,0.1334019,0.005315107
